Polarity,BandwidthHz,Kp,Ki,MaxReal,DominantFrequencyHz,TorsionSigma,TorsionFrequencyHz,TorsionDampingRatio
-1,1.52641796717523,-402.812211646755,-2759.48431720664,6.3792881884492,0,-0.153034085170471,1.99727355273463,0.0121937830095258
-1,1.84206996932672,-486.110812574956,-4018.77078405245,7.03093293803455,0,-0.153034085170429,1.99727355273462,0.0121937830095225
-1,2.2229964825262,-586.634951150661,-5852.73071278126,7.73798362508437,0,-0.153034085170429,1.99727355273462,0.0121937830095225
-1,2.68269579527972,-707.946741790429,-8523.61546278374,8.50598467417947,0,-0.153034085170429,1.99727355273462,0.0121937830095225
-1,3.23745754281764,-854.344917957281,-12413.3544020312,9.34105355071584,0,-0.153034085170531,1.99727355273464,0.0121937830095305
-1,3.90693993705462,-1031.01715955846,-18078.1697840815,10.2499156519299,0,-0.153034085170531,1.99727355273464,0.0121937830095305
-1,4.71486636345739,-1244.22392052801,-26328.115041056,11.2399436678237,0,-0.153034085170531,1.99727355273464,0.0121937830095305
-1,5.6898660290183,-1501.52027060062,-38342.9102555196,12.3192018549591,0,-0.153034085170531,1.99727355273464,0.0121937830095305
-1,6.866488450043,-1812.0236123316,-55840.6389735927,13.4964943821214,0,-0.153034085170504,1.99727355273462,0.0121937830095285
-1,8.28642772854684,-2186.73676002646,-81323.4295518883,14.7814177165991,0,-0.153034085170504,1.99727355273462,0.0121937830095285
-1,10,-2638.93782901543,-118435.252813072,16.1844163319028,0,-0.153034085170467,1.99727355273463,0.0121937830095255
